agent_id,delta,kappa,initial_wealth,capacity,final_net,final_gross,net_return,gross_return,gross_return_comp,turnover,trade_count,num_lots_opened,mean_cash_weight,portfolio_vol,hhi,costs_paid,volume_mid,mean_portfolio_value,spread_cost,commission_cost,position_days_in_gain,position_days_in_loss,position_days_neutral,sells_from_gain,sells_from_loss,sells_from_neutral,sale_days,mean_holding_winners,mean_holding_losers,median_holding_winners,median_holding_losers,G_r_full,G_p_full,L_r_full,L_p_full,G_r_frac,G_p_frac,L_r_frac,L_p_frac,G_r,G_p,L_r,L_p,cell_A_rebote_bajo_agua_opp,cell_A_rebote_bajo_agua_sell,cell_B_ganadora_infraponderada_opp,cell_B_ganadora_infraponderada_sell,cell_C_perdedora_sobreponderada_opp,cell_C_perdedora_sobreponderada_sell
10,0.7333131174816457,0.0,88223.39538582342,13,83929.7564872333,84541.00678834728,-0.04866780381567648,-0.041739366087329866,-0.042018413388571485,2.5701611593289155,162,78,0.0031047511877501837,0.18760683035003695,0.1152107766848959,611.2503011140196,898500.6022280388,87397.30181575878,449.2503011140194,162.0,1828.0,4724.0,0.0,54.0,17.0,0.0,64,70.83074487562584,128.96580334085274,51.0,89.08052825927734,54.0,228.0,17.0,533.0,35.75,246.25,10.25,539.75,54.0,228.0,17.0,533.0,1178.0,3.0,811.0,21.0,1358.0,7.0
11,0.8238875812161713,0.0,103940.97111096955,20,81794.88505051588,82192.02715179262,-0.21306406726573723,-0.20924322456019107,-0.2097603278174438,1.3847276749420023,147,72,0.001636117812083143,0.1732104768054866,0.06939414822415788,397.14210127677114,500284.20255354233,90321.76716163634,250.14210127677117,147.0,1600.0,8464.0,0.0,33.0,22.0,0.0,50,104.05967418573766,166.81184780237493,41.0,166.80833435058594,33.0,239.0,22.0,705.0,23.25,248.75,13.0,714.0,33.0,239.0,22.0,705.0,2154.0,5.0,527.0,14.0,2258.0,3.0
12,0.8639687658839051,0.0,108145.73433852945,7,78703.60740964269,79007.33785549995,-0.2722449212534249,-0.26943639211711623,-0.269989647531239,1.2930886852196959,58,29,0.0020866405030087612,0.1962678515061362,0.24577845891068026,303.7304458573004,491460.89171460073,95016.85718313695,245.73044585730037,58.0,688.0,2840.0,0.0,17.0,5.0,0.0,20,108.9464953450909,162.27568443822642,61.0,121.0,17.0,20.0,5.0,98.0,10.5,26.5,3.75,99.25,17.0,20.0,5.0,98.0,635.0,1.0,402.0,12.0,720.0,2.0
13,0.5921962074528091,0.0,24150.354618030033,7,20954.850346647887,21114.925371309415,-0.13231707450773678,-0.1256888064266537,-0.1260008402192161,1.8371484522033437,79,36,0.007832664624591616,0.1823556013946626,0.19246607641254518,160.0750246615371,162150.04932307414,22065.452730371766,81.07502466153707,79.0,922.0,2606.0,0.0,17.0,19.0,0.0,34,57.436713378368744,209.3931816764847,33.0,203.68719482421875,17.0,53.0,19.0,149.0,8.5,61.5,10.25,157.75,17.0,53.0,19.0,149.0,586.0,5.0,494.0,7.0,1085.0,8.0
14,0.857954861133653,0.0,491551.70105819404,26,402537.29689297965,404063.075829524,-0.1810885894069485,-0.17798458440959064,-0.17838525315712173,1.472142983903792,205,102,0.0017741780214798417,0.1746908276240625,0.04955039717714409,1525.778936544564,2641557.8730891286,448590.5754351916,1320.7789365445644,205.0,2529.0,10575.0,0.0,60.0,17.0,0.0,72,84.33267909289799,204.24701954683732,55.5,218.64642333984375,60.0,566.0,17.0,1229.0,41.0,585.0,10.25,1235.75,60.0,566.0,17.0,1229.0,2688.0,5.0,1074.0,23.0,3224.0,6.0
15,0.6486730674584142,0.0,23632.896127025106,24,21754.45875674996,22193.898137538217,-0.07948401076950884,-0.06088961681853877,-0.06134769541557794,2.6674892181817462,321,148,0.0033377507708223855,0.17805604026103705,0.06193210266811525,439.4393807882731,236878.76157654598,22200.535991108038,118.43938078827298,321.0,4284.0,7790.0,0.0,99.0,50.0,0.0,126,60.5637589172559,104.78915657244573,41.0,99.5,99.0,1094.0,50.0,1778.0,70.0,1123.0,36.25,1791.75,99.0,1094.0,50.0,1778.0,1802.0,14.0,1723.0,53.0,2045.0,15.0
16,0.8570432038354413,0.0,464311.56944945233,19,360430.2776310673,362101.0433783375,-0.22373186164962477,-0.22013348965719026,-0.22070783006265737,1.8237150210329511,166,82,0.0024039367618047622,0.17165357330010156,0.07118064057465083,1670.7657472705434,3009531.4945410844,412555.0675176881,1504.7657472705423,166.0,1776.0,7800.0,0.0,53.0,12.0,0.0,61,67.81933661146891,175.64409709728147,44.0,160.5,53.0,318.0,12.0,776.0,38.25,332.75,9.75,778.25,53.0,318.0,12.0,776.0,1874.0,2.0,569.0,16.0,2397.0,4.0
17,0.8847971182863261,0.0,82496.84184523326,9,63872.83224557758,64230.58286661337,-0.2257542129260527,-0.22141767575646087,-0.22202890070700276,1.8605994241890929,90,47,0.001877479928801071,0.18490871228869418,0.13917787120839714,357.7506210358252,535501.2420716502,71952.78509572773,267.75062103582513,90.0,756.0,3780.0,0.0,25.0,9.0,0.0,33,70.57493718796765,187.1021502112976,35.0,154.0,25.0,77.0,9.0,186.0,17.25,84.75,4.5,190.5,25.0,77.0,9.0,186.0,968.0,4.0,182.0,8.0,1437.0,5.0
18,0.7730615307082553,0.0,229626.58187124055,17,208309.25070024777,209428.07967925654,-0.09283477111960037,-0.08796238670360035,-0.08834824646286465,2.118261435194716,175,84,0.002702735175192043,0.170393177479723,0.08362619598709718,1118.8289790090432,1887657.958018085,222783.87439043456,943.8289790090425,175.0,1953.0,6615.0,0.0,51.0,23.0,0.0,65,71.59938969816162,141.45349131131488,40.0,156.56887817382812,51.0,328.0,23.0,703.0,37.25,341.75,15.5,710.5,51.0,328.0,23.0,703.0,1586.0,4.0,702.0,16.0,1933.0,2.0
19,0.7423035735558432,0.0,283335.8890998558,8,255494.0855059594,256992.725972042,-0.09826430277628584,-0.09297503119532335,-0.09337319119762533,2.5478893086451877,119,60,0.0061575724433733485,0.19616428459345414,0.17833596362943824,1498.6404660826597,2759280.9321653205,270741.83744981233,1379.6404660826602,119.0,924.0,3108.0,0.0,34.0,17.0,0.0,51,65.66810151057383,121.89743003901003,31.5,90.0,34.0,114.0,17.0,243.0,21.5,126.5,11.0,249.0,34.0,114.0,17.0,243.0,793.0,2.0,318.0,13.0,854.0,5.0
